product_id;title;description;price_eur;condition;kg_co2_saved;image_url;category_id;seller_id;created_at;available
da5a231b-dc62-4068-a3b7-fb55f1de9a64;Auriculares Bluetooth #665;Descripción de ejemplo para Auriculares Bluetooth #665 en excelente estado.;60,00;como nuevo;33,82;https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;fcce37ba-3373-4182-9d46-0afb5a9d452d;2024-04-29;true
2151417f-bdcd-4c7a-97c1-165350b50eb0;Monitor 24'';Descripción de ejemplo para Monitor 24'' en excelente estado.;95,00;bueno;1,64;https://images.unsplash.com/photo-1527443224154-c4a3942d3acf?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;f8e6aeb7-2616-40ea-ad85-799d54e8a360;2023-09-23;true
c6fbdb31-570e-46f8-9421-0431ed52d2c6;Cuna para bebé #238;Descripción de ejemplo para Cuna para bebé #238 en excelente estado.;70,00;nuevo;5,68;https://images.unsplash.com/photo-1749703827003-8e5046941847?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;99e49476-3326-4fc0-8395-3c4aa5ebedc9;0b574b63-38aa-4466-9631-1c204614576f;2025-12-16;true
dd329424-634c-471c-a167-6e72e0c7a386;Sofá de 3 plazas;Descripción de ejemplo para Sofá de 3 plazas en excelente estado.;260,00;nuevo;1,86;https://images.unsplash.com/photo-1555041469-a586c61ea9bc?q=80&w=800&auto=format&fit=crop;99e49476-3326-4fc0-8395-3c4aa5ebedc9;0dc4f615-17f2-48f9-bdd0-2b34a084700b;2024-11-07;true
a6362ea2-976c-4b2d-8f4f-202d2a76b85f;Ordenador portátil;Descripción de ejemplo para Ordenador portátil en excelente estado.;420,00;bueno;8,3;https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=800&auto=format&fit=crop;43388e42-6a1e-46fa-b099-2d143202f103;f3d73773-47d1-4f1d-825c-cf7222508d00;2026-01-10;true
7845f7d5-65f4-437c-a447-c8b4a4d9017c;Guitarra acústica;Descripción de ejemplo para Guitarra acústica en excelente estado.;110,00;bueno;1,56;https://images.unsplash.com/photo-1510915361894-db8b60106cb1?q=80&w=800&auto=format&fit=crop;adc8f222-aa5d-41c5-b1db-8f39e8200b5d;1e750c7e-8c26-4f73-9f1e-371fb29aea09;2023-11-01;true
d1750324-0123-40af-b872-22b9a1b23402;Lámpara de sobremesa;Descripción de ejemplo para Lámpara de sobremesa en excelente estado.;25,00;aceptable;17,04;https://images.unsplash.com/photo-1585128719715-46776b56a0d1?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;99e49476-3326-4fc0-8395-3c4aa5ebedc9;585e1e1b-9178-45b4-98bc-83348d202c48;2025-07-20;true
47609652-3281-450d-9d74-41ade56277b0;Bicicleta de montaña;Descripción de ejemplo para Bicicleta de montaña en excelente estado.;45,00;nuevo;16,1;https://images.unsplash.com/photo-1576435728678-68d0fbf94e91?q=80&w=800&auto=format&fit=crop;9a005a77-331b-484a-8dec-39df4f2e63ed;e9e1e578-d745-40b4-bbfa-2b909a17064e;2026-02-27;true
b839e6cf-2da8-4164-ba7e-4bc6cda17185;Taladro inalámbrico;Descripción de ejemplo para Taladro inalámbrico en excelente estado.;80,00;como nuevo;14,67;https://images.unsplash.com/photo-1504148455328-c376907d081c?q=80&w=800&auto=format&fit=crop;3c9f4130-6efd-455d-884a-dafdaee6a4ff;fcce37ba-3373-4182-9d46-0afb5a9d452d;2024-11-08;true
9ae534cd-98a0-4369-a109-c461f1252b41;Reloj de pulsera #242;Descripción de ejemplo para Reloj de pulsera #242 en excelente estado.;75,00;como nuevo;41,1;https://images.unsplash.com/photo-1524592094714-0f0654e20314?q=80&w=800&auto=format&fit=crop;bd572ce9-3394-4310-89f2-5f6f996c391f;749369f7-c9fd-427e-8edf-c706048008f0;2024-05-08;true
d1bf8d89-ca5b-43b4-a975-45b6fa57d174;Taladro inalámbrico;Descripción de ejemplo para Taladro inalámbrico en excelente estado.;65,00;como nuevo;1,25;https://images.unsplash.com/photo-1504148455328-c376907d081c?q=80&w=800&auto=format&fit=crop;3c9f4130-6efd-455d-884a-dafdaee6a4ff;8228a023-6c03-43b8-a41b-608b7fdcf34b;2023-10-03;true
e4936ce2-a4a9-4613-bb4c-a60a54517414;Altavoz portátil #685;Descripción de ejemplo para Altavoz portátil #685 en excelente estado.;35,00;como nuevo;8,92;https://images.unsplash.com/photo-1589003077984-894e133dabab?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;0dc4f615-17f2-48f9-bdd0-2b34a084700b;2025-01-26;true
915d6233-1181-43fd-8008-2772cea5d706;Lámpara de sobremesa;Descripción de ejemplo para Lámpara de sobremesa en excelente estado.;30,00;como nuevo;78,25;https://images.unsplash.com/photo-1585128719715-46776b56a0d1?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;99e49476-3326-4fc0-8395-3c4aa5ebedc9;325d8d0c-4917-4ae3-8dc0-21931359ffdd;2023-12-22;true
f78dca51-f50f-4569-b87a-91381081b129;Guitarra acústica;Descripción de ejemplo para Guitarra acústica en excelente estado.;200,00;nuevo;13,71;https://images.unsplash.com/photo-1510915361894-db8b60106cb1?q=80&w=800&auto=format&fit=crop;adc8f222-aa5d-41c5-b1db-8f39e8200b5d;749369f7-c9fd-427e-8edf-c706048008f0;2023-09-02;true
68dbfd75-5f34-42e9-ad72-a5e1e2e6c856;Lámpara de sobremesa;Descripción de ejemplo para Lámpara de sobremesa en excelente estado.;20,00;bueno;1,61;https://images.unsplash.com/photo-1585128719715-46776b56a0d1?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;99e49476-3326-4fc0-8395-3c4aa5ebedc9;a4cc673a-1774-467b-8f2d-199dca300f6b;2025-09-09;true
92b8b1c5-ea35-4c79-8bd1-6b28f47ec67b;Sofá de 3 plazas;Descripción de ejemplo para Sofá de 3 plazas en excelente estado.;300,00;aceptable;16,08;https://images.unsplash.com/photo-1555041469-a586c61ea9bc?q=80&w=800&auto=format&fit=crop;99e49476-3326-4fc0-8395-3c4aa5ebedc9;75ce380f-a121-41b8-aa30-c48c9a41fe09;2023-09-09;false
2f5b9bfa-5180-44e9-bf14-e50fe35f766f;Guitarra acústica;Descripción de ejemplo para Guitarra acústica en excelente estado.;95,00;aceptable;6,57;https://images.unsplash.com/photo-1510915361894-db8b60106cb1?q=80&w=800&auto=format&fit=crop;adc8f222-aa5d-41c5-b1db-8f39e8200b5d;bf02c8a9-867a-484b-8eb6-fdfb569f453a;2025-03-25;false
13e6d072-2a57-4df7-8863-c504daf86d0b;Ordenador portátil;Descripción de ejemplo para Ordenador portátil en excelente estado.;350,00;bueno;1,64;https://images.unsplash.com/photo-1496181133206-80ce9b88a853?q=80&w=800&auto=format&fit=crop;adc8f222-aa5d-41c5-b1db-8f39e8200b5d;68ddd7e7-de65-42f7-92e0-99d862939bf5;2024-12-02;true
1486ad06-db06-4545-8add-4704a9ae3a20;Zapatillas deportivas;Descripción de ejemplo para Zapatillas deportivas en excelente estado.;40,00;aceptable;5,62;https://images.unsplash.com/photo-1542291026-7eec264c27ff?q=80&w=800&auto=format&fit=crop;d01811ff-1d64-4878-90c5-b6618112a194;bf02c8a9-867a-484b-8eb6-fdfb569f453a;2024-05-05;true
c99668af-f005-4720-ab25-43cc6cc3d2bf;Zapatillas deportivas #536;Descripción de ejemplo para Zapatillas deportivas #536 en excelente estado.;55,00;bueno;6,97;https://images.unsplash.com/photo-1542291026-7eec264c27ff?q=80&w=800&auto=format&fit=crop;d01811ff-1d64-4878-90c5-b6618112a194;f3d73773-47d1-4f1d-825c-cf7222508d00;2024-07-14;true
6ed47bb8-b09b-486d-826c-2d88f5658366;Lámpara de sobremesa;Descripción de ejemplo para Lámpara de sobremesa en excelente estado.;35,00;aceptable;5,76;https://images.unsplash.com/photo-1585128719715-46776b56a0d1?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;99e49476-3326-4fc0-8395-3c4aa5ebedc9;f8e6aeb7-2616-40ea-ad85-799d54e8a360;2025-09-09;false
359a5243-e241-4560-b20a-beb8be79fa68;Cuna para bebé;Descripción de ejemplo para Cuna para bebé en excelente estado.;75,00;bueno;5,99;https://images.unsplash.com/photo-1749703827003-8e5046941847?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;99e49476-3326-4fc0-8395-3c4aa5ebedc9;bb7d59f1-968f-47dc-8f9c-13f6669c0534;2026-02-22;true
c6dd6c91-cdc5-4a40-a1a5-23a30e893d4e;Juego de mesa clásico #804;Descripción de ejemplo para Juego de mesa clásico #804 en excelente estado.;20,00;como nuevo;9,47;https://picsum.photos/seed/c6dd6c91/600/400;43388e42-6a1e-46fa-b099-2d143202f103;bb7d59f1-968f-47dc-8f9c-13f6669c0534;2023-10-31;true
fd1d875f-5ee1-4084-a76c-f191ed21527f;Altavoz portátil #909;Descripción de ejemplo para Altavoz portátil #909 en excelente estado.;45,00;bueno;20,57;https://images.unsplash.com/photo-1589003077984-894e133dabab?q=80&w=800&auto=format&fit=crop;2eeb019f-2fc2-471b-9bb8-b549ebc78b63;ffdbe226-480a-46bf-a9bb-268738b6a4d9;2026-01-15;true
7e251b6e-7296-44fc-af6e-f63e93c8e205;Bicicleta de montaña;Descripción de ejemplo para Bicicleta de montaña en excelente estado.;110,00;bueno;7,41;https://images.unsplash.com/photo-1576435728678-68d0fbf94e91?q=80&w=800&auto=format&fit=crop;9a005a77-331b-484a-8dec-39df4f2e63ed;31018f8c-1f39-4730-a8b1-bbfe01b134d1;2025-12-24;true
c63d54c1-8f42-4a64-9559-fb220ba5cc11;Monitor 24'';Descripción de ejemplo para Monitor 24'' en excelente estado.;90,00;aceptable;4,85;https://images.unsplash.com/photo-1527443224154-c4a3942d3acf?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;bf02c8a9-867a-484b-8eb6-fdfb569f453a;2025-09-08;true
17ed2f94-8000-465e-b6dc-6f56cde79f1a;Vinilo edición limitada #941;Descripción de ejemplo para Vinilo edición limitada #941 en excelente estado.;25,00;como nuevo;6,89;https://images.unsplash.com/photo-1603048588665-791ca8aea617?q=80&w=800&auto=format&fit=crop;adc8f222-aa5d-41c5-b1db-8f39e8200b5d;801e1b2b-cf0e-48a8-9324-18cd3505de93;2025-06-07;true
78a83a6a-14b6-411b-9f19-02f7a29eff54;Cámara réflex #794;Descripción de ejemplo para Cámara réflex #794 en excelente estado.;340,00;nuevo;10,51;https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;3d0272f2-eca5-4663-ae97-5731f9bf6ffb;2024-02-19;false
2294da1b-2a79-4a3f-a2e4-d9e367071e88;Juego de mesa clásico;Descripción de ejemplo para Juego de mesa clásico en excelente estado.;30,00;aceptable;1,46;https://picsum.photos/seed/2294da1b/600/400;43388e42-6a1e-46fa-b099-2d143202f103;4db8c278-8988-4a14-a77f-4a4aa091d6f8;2023-11-01;false
a0b9e294-8dca-44c7-aa02-269260ba8eab;Sofá de 3 plazas;Descripción de ejemplo para Sofá de 3 plazas en excelente estado.;240,00;bueno;3,63;https://images.unsplash.com/photo-1555041469-a586c61ea9bc?q=80&w=800&auto=format&fit=crop;99e49476-3326-4fc0-8395-3c4aa5ebedc9;0dc4f615-17f2-48f9-bdd0-2b34a084700b;2025-05-10;true
12529a1d-6e90-408f-bcbf-61b8a34fae3a;Altavoz portátil;Descripción de ejemplo para Altavoz portátil en excelente estado.;35,00;como nuevo;7,42;https://images.unsplash.com/photo-1589003077984-894e133dabab?q=80&w=800&auto=format&fit=crop;2eeb019f-2fc2-471b-9bb8-b549ebc78b63;9ddda517-64e6-489e-8434-58d1a75d9319;2025-12-02;false
62c4b031-16cd-4a0a-b640-5f4d58e3d2bc;Juego de mesa clásico #419;Descripción de ejemplo para Juego de mesa clásico #419 en excelente estado.;60,00;nuevo;1,61;https://picsum.photos/seed/62c4b031/600/400;43388e42-6a1e-46fa-b099-2d143202f103;1e750c7e-8c26-4f73-9f1e-371fb29aea09;2024-02-03;true
3eb66279-18fb-4143-961c-1dc0f607ccbb;Monitor 24'' #666;Descripción de ejemplo para Monitor 24'' #666 en excelente estado.;100,00;bueno;4,86;https://images.unsplash.com/photo-1527443224154-c4a3942d3acf?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;0dc4f615-17f2-48f9-bdd0-2b34a084700b;2025-10-08;true
6b87c061-1a1b-4f6b-8fff-f2271524bf0b;Zapatillas deportivas;Descripción de ejemplo para Zapatillas deportivas en excelente estado.;70,00;aceptable;28,1;https://images.unsplash.com/photo-1542291026-7eec264c27ff?q=80&w=800&auto=format&fit=crop;d01811ff-1d64-4878-90c5-b6618112a194;ffdbe226-480a-46bf-a9bb-268738b6a4d9;2024-07-14;true
9255345a-19d9-4bd2-8be7-73ec035a9920;Cámara compacta;Descripción de ejemplo para Cámara compacta en excelente estado.;85,00;como nuevo;7,79;https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;0b574b63-38aa-4466-9631-1c204614576f;2023-12-26;true
4ba42f5b-a097-43a7-a1a2-720db28bdcce;Guitarra acústica;Descripción de ejemplo para Guitarra acústica en excelente estado.;140,00;aceptable;1,98;https://images.unsplash.com/photo-1510915361894-db8b60106cb1?q=80&w=800&auto=format&fit=crop;adc8f222-aa5d-41c5-b1db-8f39e8200b5d;11b37d13-43ea-42fe-bcd6-20a2e5640a83;2025-05-04;true
57b3639b-15e5-43ab-8d2b-a4047b35d940;Móvil inteligente #473;Descripción de ejemplo para Móvil inteligente #473 en excelente estado.;80,00;bueno;11,05;https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;1e750c7e-8c26-4f73-9f1e-371fb29aea09;2024-08-11;true
15290439-bfba-43f4-b2ca-706f810720ea;Cámara réflex;Descripción de ejemplo para Cámara réflex en excelente estado.;150,00;como nuevo;1,38;https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;f3d73773-47d1-4f1d-825c-cf7222508d00;2024-10-02;true
6775b225-405e-4b49-b04e-e19de91ab78e;Móvil inteligente;Descripción de ejemplo para Móvil inteligente en excelente estado.;90,00;como nuevo;3,16;https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;bf02c8a9-867a-484b-8eb6-fdfb569f453a;2023-10-22;false
a9f7b23c-e90d-4bb3-8bcc-ff43dec9c4e7;Guitarra acústica #188;Descripción de ejemplo para Guitarra acústica #188 en excelente estado.;120,00;bueno;8,02;https://images.unsplash.com/photo-1510915361894-db8b60106cb1?q=80&w=800&auto=format&fit=crop;adc8f222-aa5d-41c5-b1db-8f39e8200b5d;f8e6aeb7-2616-40ea-ad85-799d54e8a360;2024-05-12;false
ef908a18-9908-442c-bfd7-24fe3c65f3ca;Zapatillas deportivas #489;Descripción de ejemplo para Zapatillas deportivas #489 en excelente estado.;75,00;como nuevo;4,78;https://images.unsplash.com/photo-1542291026-7eec264c27ff?q=80&w=800&auto=format&fit=crop;d01811ff-1d64-4878-90c5-b6618112a194;1e750c7e-8c26-4f73-9f1e-371fb29aea09;2024-12-20;true
4de40efa-44d6-409f-8c88-b26d484f6944;Móvil inteligente;Descripción de ejemplo para Móvil inteligente en excelente estado.;65,00;aceptable;4,93;https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;1e750c7e-8c26-4f73-9f1e-371fb29aea09;2025-12-08;true
bb5df37d-826c-45fd-82cd-33b27efe9160;Mochila de senderismo #502;Descripción de ejemplo para Mochila de senderismo #502 en excelente estado.;45,00;aceptable;49,37;https://images.unsplash.com/photo-1551632811-561732d1e306?q=80&w=800&auto=format&fit=crop;9a005a77-331b-484a-8dec-39df4f2e63ed;a4cc673a-1774-467b-8f2d-199dca300f6b;2023-10-30;true
bf84eb4a-1537-410a-87c2-9fa07c8f330a;Reloj de pulsera;Descripción de ejemplo para Reloj de pulsera en excelente estado.;110,00;como nuevo;59,74;https://images.unsplash.com/photo-1524592094714-0f0654e20314?q=80&w=800&auto=format&fit=crop;bd572ce9-3394-4310-89f2-5f6f996c391f;bb7d59f1-968f-47dc-8f9c-13f6669c0534;2023-06-14;false
744b7a5e-991e-4aeb-8ab1-f8531325cfdc;Auriculares Bluetooth;Descripción de ejemplo para Auriculares Bluetooth en excelente estado.;60,00;como nuevo;12,51;https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;0dc4f615-17f2-48f9-bdd0-2b34a084700b;2024-04-09;false
58c05ad1-1bd9-4b10-a7b2-e6f97ced4a53;Cámara réflex #721;Descripción de ejemplo para Cámara réflex #721 en excelente estado.;310,00;como nuevo;11,51;https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;749369f7-c9fd-427e-8edf-c706048008f0;2024-02-26;true
948fecac-5f64-400c-bb11-c7620a90b915;Sofá de 3 plazas;Descripción de ejemplo para Sofá de 3 plazas en excelente estado.;200,00;bueno;46,81;https://images.unsplash.com/photo-1555041469-a586c61ea9bc?q=80&w=800&auto=format&fit=crop;99e49476-3326-4fc0-8395-3c4aa5ebedc9;801e1b2b-cf0e-48a8-9324-18cd3505de93;2024-08-19;false
c18069f3-533d-4594-b74a-ad16155dcc81;Cámara de acción;Descripción de ejemplo para Cámara de acción en excelente estado.;45,00;bueno;1,59;https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;bb7d59f1-968f-47dc-8f9c-13f6669c0534;2025-11-14;false
1ac278e7-5d99-4865-81b4-7fd3474645d7;Chaqueta de invierno #450;Descripción de ejemplo para Chaqueta de invierno #450 en excelente estado.;130,00;como nuevo;28,59;https://picsum.photos/seed/1ac278e7/600/400;d01811ff-1d64-4878-90c5-b6618112a194;325d8d0c-4917-4ae3-8dc0-21931359ffdd;2025-10-14;false
fa87438a-a9c5-4e15-af7f-80c73fff3beb;Lámpara de sobremesa #831;Descripción de ejemplo para Lámpara de sobremesa #831 en excelente estado.;70,00;bueno;1,72;https://images.unsplash.com/photo-1585128719715-46776b56a0d1?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;99e49476-3326-4fc0-8395-3c4aa5ebedc9;bb7d59f1-968f-47dc-8f9c-13f6669c0534;2026-01-19;false
5f486a5d-2456-4fea-9273-2f3193b8d6c5;Monitor 24'' #584;Descripción de ejemplo para Monitor 24'' #584 en excelente estado.;150,00;bueno;49,32;https://images.unsplash.com/photo-1527443224154-c4a3942d3acf?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;325d8d0c-4917-4ae3-8dc0-21931359ffdd;2024-10-19;true
c61c7ac2-d837-4316-bc84-abc05ee6f4f3;Cuna para bebé;Descripción de ejemplo para Cuna para bebé en excelente estado.;80,00;aceptable;2,94;https://images.unsplash.com/photo-1749703827003-8e5046941847?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;99e49476-3326-4fc0-8395-3c4aa5ebedc9;16bdb74c-e68b-459b-b180-67a87b52416f;2024-04-29;true
be2d7941-8f58-441e-bb93-48656679ccae;Juego de mesa clásico #301;Descripción de ejemplo para Juego de mesa clásico #301 en excelente estado.;95,00;aceptable;12,88;https://picsum.photos/seed/be2d7941/600/400;43388e42-6a1e-46fa-b099-2d143202f103;325d8d0c-4917-4ae3-8dc0-21931359ffdd;2025-06-03;true
cc1aabc6-8d37-43e8-99ce-8a8a8de0bb46;Lámpara de sobremesa;Descripción de ejemplo para Lámpara de sobremesa en excelente estado.;35,00;como nuevo;57,06;https://images.unsplash.com/photo-1585128719715-46776b56a0d1?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;99e49476-3326-4fc0-8395-3c4aa5ebedc9;e5b4dbf0-f44a-4a75-b48d-1e331946992b;2023-12-04;true
0da72fb9-1317-4a79-a897-6106833452bd;Cuna para bebé #87;Descripción de ejemplo para Cuna para bebé #87 en excelente estado.;85,00;nuevo;75,47;https://images.unsplash.com/photo-1749703827003-8e5046941847?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;99e49476-3326-4fc0-8395-3c4aa5ebedc9;e9e1e578-d745-40b4-bbfa-2b909a17064e;2024-08-29;true
6f5c2893-099c-4e33-a1ee-37224c76a31b;Vinilo edición limitada;Descripción de ejemplo para Vinilo edición limitada en excelente estado.;20,00;como nuevo;1,86;https://images.unsplash.com/photo-1603048588665-791ca8aea617?q=80&w=800&auto=format&fit=crop;43388e42-6a1e-46fa-b099-2d143202f103;31018f8c-1f39-4730-a8b1-bbfe01b134d1;2024-09-09;true
d4c1e708-d835-49b1-8125-c4573a79fdcf;Cámara de acción;Descripción de ejemplo para Cámara de acción en excelente estado.;18,00;bueno;2,93;https://images.unsplash.com/photo-1516035069371-29a1b244cc32?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;e5b4dbf0-f44a-4a75-b48d-1e331946992b;2024-12-02;true
e8d22b3b-b1e1-4819-9556-1fb5ea97fd6f;Lámpara de sobremesa;Descripción de ejemplo para Lámpara de sobremesa en excelente estado.;140,00;bueno;1,51;https://images.unsplash.com/photo-1585128719715-46776b56a0d1?q=80&w=687&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;99e49476-3326-4fc0-8395-3c4aa5ebedc9;325d8d0c-4917-4ae3-8dc0-21931359ffdd;2025-12-25;true
6e35d434-4d6b-4f7f-ad48-aa1b74b33641;Móvil inteligente;Descripción de ejemplo para Móvil inteligente en excelente estado.;200,00;bueno;3,76;https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?q=80&w=800&auto=format&fit=crop;4d6d0688-e653-4f48-8a4f-770acc0b4c6a;31018f8c-1f39-4730-a8b1-bbfe01b134d1;2024-10-27;false
